MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Latitude (generated),Longitude (generated)
50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,672,Unf,0,0,672,GasA,TA,Y,SBrkr,757,567,0,1324,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1936,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,128000,42.0336831,-93.62437331
80,RL,64,8991,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,SLvl,7,6,1976,1976,Gable,CompShg,Plywood,Plywood,Stone,130,TA,TA,CBlock,Gd,TA,Gd,GLQ,624,Rec,604,0,1228,GasA,TA,Y,SBrkr,1324,0,0,1324,0,1,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1976,Fin,2,585,TA,TA,Y,407,36,0,0,0,0,NA,NA,NA,0,2,2007,WD,174000,42.05143813,-93.63366538
50,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1984,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,741,741,GasA,Gd,Y,SBrkr,741,583,0,1324,0,0,1,0,3,1,Gd,7,Typ,0,NA,Detchd,1930,Unf,1,180,Fa,TA,Y,0,0,55,0,0,0,NA,NA,NA,0,2,2006,WD,110000,42.03255717,-93.62221026
160,RL,24,2308,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,TA,TA,No,ALQ,257,Rec,495,103,855,GasA,TA,Y,SBrkr,855,467,0,1322,0,1,2,1,3,1,TA,6,Typ,1,Fa,Attchd,1974,Unf,2,440,TA,TA,Y,260,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,147000,42.05036858,-93.62654703
50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1939,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,Rec,48,Unf,0,624,672,GasA,Ex,Y,SBrkr,899,423,0,1322,1,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,1939,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,7,2007,WD,132000,42.03197638,-93.62432851
120,RL,35,5118,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,926,Unf,0,386,1312,GasA,Gd,Y,SBrkr,1321,0,0,1321,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1990,RFn,2,484,TA,TA,Y,0,64,140,0,0,0,NA,NA,NA,0,8,2007,WD,212000,42.05965681,-93.6309681
85,RL,NA,16500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,5,1971,1971,Hip,CompShg,HdBoard,HdBoard,BrkFace,509,TA,TA,CBlock,Gd,TA,Av,GLQ,962,Unf,0,270,1232,GasA,Fa,Y,SBrkr,1320,0,0,1320,0,1,2,0,3,1,TA,5,Typ,1,Gd,Attchd,1971,RFn,2,495,TA,TA,Y,0,20,0,0,0,0,NA,NA,NA,0,5,2009,WD,172500,42.04388826,-93.62847305
50,RL,60,8064,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,315,Unf,0,453,768,GasA,Ex,Y,SBrkr,819,501,0,1320,0,0,2,0,3,1,TA,5,Typ,0,NA,Detchd,1994,Unf,2,576,TA,TA,Y,108,0,0,0,0,0,NA,GdWo,NA,0,9,2008,WD,138000,42.03536221,-93.61031575
60,RL,NA,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,660,660,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2003,Fin,2,400,TA,TA,Y,0,48,0,0,0,0,NA,NA,NA,0,8,2007,WD,162000,42.05912465,-93.64391808
60,RL,NA,9019,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,274,Unf,0,362,636,GasA,Ex,Y,SBrkr,636,684,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,1994,Fin,2,472,TA,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,7,2006,WD,150000,42.03754141,-93.68656441
20,RL,79,10634,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,BLQ,428,LwQ,180,0,608,GasA,TA,Y,SBrkr,1319,0,0,1319,1,0,1,0,3,1,TA,5,Min2,0,NA,Attchd,1953,Unf,1,270,TA,TA,Y,66,0,0,0,0,0,NA,GdWo,NA,0,11,2009,WD,123000,42.03858415,-93.61908346
70,C (all),50,8500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,649,649,GasA,TA,N,SBrkr,649,668,0,1317,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1920,Unf,1,250,TA,Fa,N,0,54,172,0,0,0,NA,MnPrv,NA,0,7,2008,WD,40000,42.02134286,-93.61647133
50,RM,50,5500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,LwQ,234,ALQ,692,0,926,GasA,TA,Y,SBrkr,926,0,390,1316,1,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1974,Unf,2,484,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,130000,42.03186063,-93.60923486
70,RL,66,8969,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,379,Unf,0,265,644,GasA,Ex,Y,SBrkr,672,644,0,1316,1,0,1,0,2,1,TA,6,Typ,1,Gd,Detchd,2001,Unf,1,369,TA,TA,P,0,0,0,0,192,0,NA,MnPrv,NA,0,7,2008,WD,145000,42.01759255,-93.64671775
20,RL,70,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,922,Unf,0,392,1314,GasA,TA,Y,SBrkr,1314,0,0,1314,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1957,RFn,1,294,TA,TA,Y,250,0,0,0,0,0,NA,NA,NA,0,6,2010,WD,145000,42.0449661,-93.61836888
120,RL,34,5001,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,NA,NA,NA,0,7,2009,WD,230000,42.05855879,-93.64970522
120,RL,34,5063,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,NA,NA,NA,0,4,2009,ConLw,207500,42.05863882,-93.64960764
20,RL,78,9317,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1290,1314,GasA,Gd,Y,SBrkr,1314,0,0,1314,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,440,TA,TA,Y,0,22,0,0,0,0,NA,NA,NA,0,3,2007,WD,176432,42.02352585,-93.68877714
20,RL,85,9350,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1995,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,217,TA,TA,CBlock,TA,TA,No,ALQ,310,BLQ,512,491,1313,GasA,TA,Y,SBrkr,1313,0,0,1313,1,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1961,RFn,2,610,TA,TA,Y,172,28,0,0,121,0,NA,MnPrv,NA,0,2,2009,WD,153000,42.03852082,-93.62862
20,RL,76,11355,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,1958,2001,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125,TA,TA,CBlock,TA,TA,No,BLQ,637,Unf,0,675,1312,GasA,Ex,Y,SBrkr,1312,0,0,1312,0,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1958,RFn,2,495,TA,TA,Y,0,304,144,0,0,0,NA,MnPrv,Othr,6500,4,2008,WD,186000,42.04133049,-93.60553331
20,RL,NA,6718,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,86,Gd,TA,PConc,Ex,TA,Mn,GLQ,250,Unf,0,1017,1267,GasA,Ex,Y,SBrkr,1312,0,0,1312,0,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,2001,Unf,2,471,TA,TA,Y,256,28,0,0,0,0,NA,NA,NA,0,1,2007,WD,180500,41.99654951,-93.64708199
50,RL,50,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,6,1947,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,784,784,GasA,Ex,Y,FuseA,900,412,0,1312,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1953,Unf,2,649,TA,TA,Y,0,28,0,0,0,0,NA,NA,NA,0,10,2006,WD,127000,42.03496579,-93.61752485
120,FV,NA,4538,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,179,Gd,TA,PConc,Ex,TA,Av,GLQ,1004,Unf,0,306,1310,GasA,Ex,Y,SBrkr,1310,0,0,1310,1,0,1,1,1,1,Gd,5,Typ,1,TA,Attchd,2001,RFn,2,545,TA,TA,Y,277,45,0,0,0,0,NA,NA,NA,0,7,2008,WD,285000,42.04663716,-93.64698691
50,RL,50,7000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617,Unf,0,0,617,GasA,Gd,Y,SBrkr,865,445,0,1310,0,0,2,0,2,1,TA,6,Min1,0,NA,Attchd,1924,Unf,1,398,TA,TA,Y,0,0,126,0,0,0,NA,NA,NA,0,5,2006,COD,112000,42.03473753,-93.61690889
20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,1040,GasA,Fa,Y,SBrkr,1309,0,0,1309,1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1974,RFn,2,484,TA,TA,Y,265,0,0,0,0,648,Fa,GdPrv,NA,0,1,2006,WD,181000,42.04997064,-93.63109012
50,RL,130,9600,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,Gd,BrkTil,TA,Fa,No,Rec,428,Unf,0,300,728,GasA,Ex,Y,SBrkr,976,332,0,1308,1,0,1,1,2,1,TA,7,Min2,2,TA,Detchd,1940,Unf,1,256,TA,TA,Y,0,70,0,0,0,0,NA,NA,NA,0,6,2009,WD,160000,42.01863138,-93.64221532
60,RL,75,9743,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,5,6,1969,1969,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,Fa,No,BLQ,280,Unf,0,440,720,GasA,Gd,Y,SBrkr,720,588,0,1308,0,0,1,1,3,1,TA,7,Typ,0,NA,Detchd,1969,Unf,2,484,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD,146900,42.05065175,-93.63707205
50,RM,NA,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Fa,BrkTil,TA,Fa,No,Unf,0,Unf,0,880,880,GasA,Gd,Y,SBrkr,880,428,0,1308,0,0,2,0,2,1,TA,6,Typ,0,NA,Detchd,1950,Unf,2,400,Fa,Fa,Y,0,0,117,0,0,0,NA,NA,NA,0,4,2008,WD,120000,42.02485395,-93.62619657
60,RL,57,10021,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,1997,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,TA,No,GLQ,539,Unf,0,96,635,GasA,Ex,Y,SBrkr,646,662,0,1308,1,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,1997,RFn,2,497,TA,TA,Y,142,54,0,0,0,0,NA,NA,NA,0,5,2007,WD,175000,42.02112655,-93.69044503
30,RL,55,5350,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,Po,CBlock,TA,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,1306,0,0,1306,0,0,1,0,3,1,Fa,6,Mod,0,NA,NA,NA,NA,0,0,NA,NA,Y,263,0,0,0,0,0,NA,GdWo,Shed,450,5,2010,WD,76500,42.03605935,-93.62933769
120,RL,34,5381,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135,Gd,TA,PConc,Gd,TA,Av,ALQ,900,Unf,0,406,1306,GasA,Ex,Y,SBrkr,1306,0,0,1306,1,0,2,0,1,1,Gd,5,Typ,1,Gd,Attchd,2005,RFn,2,624,TA,TA,Y,170,63,0,0,0,0,NA,NA,NA,0,8,2009,WD,196000,42.05893815,-93.65002014
120,RL,34,5122,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135,Gd,TA,PConc,Gd,TA,Av,GLQ,881,Unf,0,425,1306,GasA,Ex,Y,SBrkr,1306,0,0,1306,1,0,2,0,1,1,Gd,5,Typ,1,Gd,Attchd,2005,RFn,2,624,TA,TA,Y,170,63,0,0,0,0,NA,NA,NA,0,3,2009,WD,184500,42.05891529,-93.6498835
20,RL,64,8712,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,Mn,BLQ,860,Unf,0,132,992,GasA,TA,Y,SBrkr,1306,0,0,1306,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1968,Unf,1,756,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2009,WD,153000,42.03955441,-93.60986466
50,RM,90,15660,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1910,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,240,240,GasA,TA,Y,SBrkr,810,496,0,1306,0,0,1,1,3,1,Gd,6,Typ,0,NA,Detchd,1959,Unf,2,472,Fa,TA,N,0,0,0,0,0,0,NA,MnPrv,NA,0,7,2009,WD,130000,42.03250597,-93.61598623
160,RM,NA,2665,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,264,264,GasA,TA,Y,SBrkr,616,688,0,1304,0,0,1,1,3,1,TA,4,Typ,1,Gd,BuiltIn,1976,Fin,1,336,TA,TA,Y,141,24,0,0,0,0,NA,NA,NA,0,6,2008,WD,115000,41.99129885,-93.60437702
160,RM,41,2665,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,264,264,GasA,TA,Y,SBrkr,616,688,0,1304,0,0,1,1,3,1,TA,5,Typ,1,TA,BuiltIn,1977,RFn,1,336,TA,TA,Y,141,0,0,0,0,0,NA,NA,NA,0,5,2006,WD,104500,41.9909326,-93.60402656
160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,0,399,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1972,Unf,1,264,TA,TA,Y,185,0,0,0,0,0,NA,NA,NA,0,2,2009,WD,119500,42.05196157,-93.62977329
160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,356,TA,TA,CBlock,TA,TA,No,Rec,350,Unf,0,280,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1972,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,12,2008,WD,111750,42.05164475,-93.62902617
160,RM,24,2016,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1970,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2007,WD,106000,42.05231825,-93.62977823
120,RL,34,3903,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,182,Gd,TA,PConc,Gd,TA,Av,ALQ,1030,Unf,0,272,1302,GasA,Ex,Y,SBrkr,1302,0,0,1302,1,0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,2005,RFn,2,631,TA,TA,Y,110,50,0,0,0,0,NA,NA,NA,0,5,2007,WD,200000,42.05900891,-93.65051353
80,RL,85,9350,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108,TA,TA,CBlock,Gd,TA,Gd,LwQ,270,ALQ,580,452,1302,GasA,Ex,Y,SBrkr,1302,0,0,1302,0,1,2,0,3,1,Gd,7,Min1,0,NA,Attchd,1964,RFn,1,309,TA,TA,Y,333,0,0,0,0,0,NA,MnPrv,NA,0,10,2007,CWD,158000,42.04173953,-93.62799362
50,RL,70,6960,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,7,8,1940,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,258,Unf,0,422,680,GasA,Ex,Y,FuseA,798,504,0,1302,0,0,1,1,2,1,Gd,6,Typ,2,Gd,Attchd,1940,Unf,1,224,TA,TA,Y,0,0,0,0,126,0,NA,MnPrv,NA,0,7,2007,WD,165250,42.03291781,-93.66091349
30,RM,60,6911,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,GasA,TA,Y,SBrkr,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,NA,Detchd,1965,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2009,WD,100000,42.03185844,-93.62498701
20,RL,91,11375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1954,1995,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,736,Unf,0,231,967,GasA,TA,Y,SBrkr,1299,0,0,1299,0,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1954,Unf,2,494,TA,TA,Y,81,0,280,0,0,0,NA,NA,NA,0,10,2007,WD,150000,42.03328388,-93.66166116
85,RL,NA,12150,Pave,NA,IR1,Bnk,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1979,1979,Gable,CompShg,HdBoard,Wd Shng,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,1001,Unf,0,0,1001,GasA,TA,Y,SBrkr,1299,0,0,1299,1,0,2,0,2,1,Gd,5,Typ,1,Po,BuiltIn,1979,RFn,2,486,TA,TA,Y,84,0,222,0,0,0,NA,MnPrv,NA,0,1,2007,WD,183500,41.99440383,-93.60533747
20,RL,NA,11200,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,CBlock,TA,TA,Mn,Unf,0,Unf,0,1250,1250,GasA,Ex,Y,SBrkr,1298,0,0,1298,0,0,2,0,3,1,TA,5,Typ,0,NA,Detchd,1964,Unf,2,504,TA,Fa,N,0,144,0,0,0,0,NA,NA,NA,0,6,2010,COD,114000,42.02560942,-93.66332619
50,RL,45,8212,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,94,720,GasA,Ex,Y,SBrkr,854,444,0,1298,0,0,1,0,3,1,TA,6,Typ,2,Gd,Detchd,1940,Unf,1,256,TA,TA,Y,84,0,0,0,0,0,NA,NA,NA,0,9,2009,WD,122000,42.02180846,-93.65714124
50,RL,51,6821,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,113,Unf,0,538,651,GasA,Gd,Y,SBrkr,759,539,0,1298,0,0,2,0,2,1,TA,8,Typ,1,Gd,Detchd,1994,Unf,1,240,TA,TA,P,216,0,168,0,0,0,NA,NA,NA,0,8,2007,WD,146500,42.01768275,-93.64750096
20,RL,NA,11200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85,Gd,TA,CBlock,Gd,TA,No,GLQ,1258,Unf,0,40,1298,GasA,TA,Y,SBrkr,1298,0,0,1298,1,0,2,0,3,1,Gd,5,Typ,1,TA,Attchd,1985,Unf,2,403,TA,TA,Y,165,26,0,0,0,0,NA,NA,NA,0,5,2006,WD,180000,42.03236128,-93.68524314
20,RL,74,8532,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650,TA,TA,CBlock,TA,TA,No,Rec,1213,Unf,0,84,1297,GasA,Gd,Y,SBrkr,1297,0,0,1297,0,1,1,0,3,1,TA,5,Typ,1,TA,Attchd,1954,Fin,2,498,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2009,WD,153000,42.04122365,-93.61818433
